Sr. No.,Emp. Code,Emp. Tags,Employee Name,Employee Number,To Name,Country Code,To Number,Call Type,Duration,Call Date,Call Time,Notes,Unique customer Id,Incoming Calls,Incoming Duration,Outgoing Calls,Outgoing Duration,Missed,Rejected,Connected Calls,Never Attended,Call Status,Purpose of Call,Region,Customer Feedback,Department,Follow-Up Required
102.0,,Pune,Shubhangi,+918888800003,Gerald Olsen,+211,,,5 mins 32 secs,2021-06-28,,Put themselves south quickly look.,,,,1.0,8 mins 15 secs,1.0,0.0,3.0,3.0,,,Australia,Satisfied,Sales,No
103.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Michael Spencer,+65,+1-539-365-5955x424,Outgoing,9 mins 25 secs,2022-09-15,03:21 PM,But one white security.,CUST0103,4.0,44 mins 72 secs,,18 mins 52 secs,,2.0,5.0,0.0,,,Europe,Dissatisfied,,Yes
,,New York,Rachel,+918888800005,Mason Case,+51,001-297-558-1001x287,,11 mins 14 secs,2022-02-16,12:07 AM,That firm but other much.,CUST0104,0.0,0 mins 0 secs,4.0,64 mins 204 secs,0.0,0.0,,2.0,No Answer,Inquiry,,,Sales,Yes
,FB002,Mumbai,,+918888800002,,+1 345,(740)537-8154x0811,Incoming,,2023-08-12,04:03 PM,Argue soon care step pick professional work.,CUST0105,0.0,0 mins 0 secs,0.0,0 mins 0 secs,0.0,2.0,,0.0,Completed,Follow-up,Europe,Neutral,Support,Yes
106.0,FB003,Pune,Shubhangi,+918888800003,,+599 4,001-874-757-1666,Incoming,15 mins 6 secs,2021-09-02,03:04 AM,So from far cost suggest foreign generation.,CUST0106,4.0,52 mins 108 secs,,38 mins 102 secs,1.0,1.0,,6.0,Completed,,Asia,Neutral,Sales,No
107.0,FB015,New York,Rachel,+918888800005,,,+1-379-788-6131x5224,Incoming,11 mins 36 secs,,,,CUST0107,2.0,28 mins 0 secs,4.0,72 mins 192 secs,1.0,0.0,3.0,3.0,Busy,,Europe,Dissatisfied,Sales,
108.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,,+965,001-504-351-6011,Outgoing,3 mins 42 secs,,01:58 AM,,CUST0108,5.0,25 mins 45 secs,4.0,,,,3.0,6.0,Busy,Feedback,Africa,Dissatisfied,,Yes
109.0,FB015,New York,Rachel,+918888800005,Cynthia King,+240,+1-566-752-8627x862,,10 mins 23 secs,,03:42 PM,Myself also last possible people friend.,CUST0109,5.0,20 mins 0 secs,2.0,,0.0,1.0,2.0,5.0,Failed,Follow-up,Europe,Dissatisfied,Sales,Yes
110.0,FB002,Mumbai,Ankur Garde,+918888800002,Lance Butler,+881,219.285.1465x0586,Incoming,4 mins 29 secs,2023-10-18,,Beautiful nothing even worker edge talk into.,CUST0110,1.0,6 mins 23 secs,1.0,,2.0,1.0,0.0,2.0,Failed,Feedback,Asia,Dissatisfied,Support,No
111.0,,,Steve,+918888800004,,+44,,Outgoing,15 mins 22 secs,2023-10-07,,End though form team alone.,CUST0111,,42 mins 36 secs,1.0,11 mins 21 secs,1.0,1.0,0.0,4.0,,,,,,No
112.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Craig Smith,+373 2,5847399459,Incoming,7 mins 19 secs,2021-07-27,05:52 PM,Lot whom how never.,CUST0112,3.0,57 mins 87 secs,4.0,60 mins 192 secs,0.0,1.0,,1.0,,Feedback,North America,Dissatisfied,Sales,No
113.0,FB002,Mumbai,,+918888800002,Alexandra Tran,+253,6883320647,Incoming,13 mins 51 secs,2022-09-02,10:14 PM,Set whom third star responsibility difficult might value.,,2.0,24 mins 88 secs,0.0,0 mins 0 secs,,2.0,1.0,,Failed,Feedback,Australia,Neutral,Support,Yes
114.0,FB002,Mumbai,Ankur Garde,+918888800002,Jose Gonzalez,+386,292-760-7302x740,,16 mins 10 secs,2022-01-30,12:25 PM,Room energy at wear now myself.,,2.0,20 mins 72 secs,4.0,48 mins 32 secs,2.0,2.0,6.0,0.0,No Answer,Feedback,North America,Satisfied,Support,
115.0,FB003,Pune,,+918888800003,Gabrielle Mcgee,+44 7781,273.878.4802,Outgoing,20 mins 24 secs,,03:52 PM,,CUST0115,4.0,80 mins 212 secs,0.0,0 mins 0 secs,1.0,,,0.0,Completed,Support,Australia,Neutral,Sales,No
116.0,FB002,Mumbai,Ankur Garde,,Deanna White,+1 340,720.888.8232x3982,,8 mins 10 secs,2022-12-22,,Artist put inside if.,CUST0116,3.0,,5.0,80 mins 125 secs,2.0,,8.0,0.0,,Support,Africa,Neutral,Support,No
117.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Courtney Singleton,+45,,,19 mins 28 secs,2023-07-30,07:16 PM,Operation resource compare deal daughter rise then.,CUST0117,3.0,,4.0,,,,2.0,5.0,No Answer,Inquiry,Asia,Satisfied,Sales,Yes
118.0,FB002,,Ankur Garde,+918888800002,Michelle Lee,+230,001-920-755-6627x8354,,,2021-01-04,02:10 AM,Without win support.,,5.0,15 mins 185 secs,1.0,,,1.0,0.0,6.0,No Answer,Support,,,Support,Yes
119.0,FB002,Mumbai,,,Trevor Henson,+377,814.212.4248x884,Incoming,3 mins 13 secs,2024-07-05,05:11 AM,,,5.0,50 mins 260 secs,0.0,0 mins 0 secs,,2.0,3.0,2.0,,Inquiry,North America,Dissatisfied,Support,Yes
,FB003,Pune,,+918888800003,,,2597093091,Outgoing,,2023-04-24,01:45 AM,Board director top.,,5.0,70 mins 260 secs,2.0,36 mins 110 secs,1.0,0.0,,,Failed,,Australia,Neutral,Sales,
121.0,FB015,New York,,,Mary Austin,+65,+1-576-864-4817x576,Incoming,14 mins 29 secs,2024-05-02,10:03 PM,All sure law analysis.,CUST0121,,36 mins 94 secs,,70 mins 210 secs,1.0,2.0,,3.0,,Inquiry,Asia,Dissatisfied,Sales,No
122.0,,Pune,,+918888800003,Jason Gonzalez,,,,16 mins 43 secs,,04:14 AM,Investment at build them expert.,CUST0122,0.0,,2.0,26 mins 32 secs,2.0,0.0,,2.0,Busy,,,Dissatisfied,,
123.0,FB015,,Rachel,+918888800005,James King DVM,+44,,,13 mins 8 secs,2020-12-14,03:07 AM,Data establish positive rate be boy.,CUST0123,,,5.0,5 mins 290 secs,1.0,2.0,0.0,,Failed,Inquiry,Asia,,Sales,No
124.0,FB003,Pune,Shubhangi,+918888800003,,+46,8633731201,,13 mins 5 secs,2023-01-08,,Strategy fight deal tough analysis just grow.,CUST0124,1.0,4 mins 18 secs,,10 mins 37 secs,1.0,1.0,1.0,1.0,,Support,Africa,Neutral,,No
125.0,,Pune,Shubhangi,+918888800003,Benjamin Smith,,001-462-684-3155x1001,,,2024-02-03,04:19 AM,More look our lose college marriage.,,2.0,36 mins 62 secs,2.0,20 mins 54 secs,,2.0,4.0,0.0,,Sales,North America,Neutral,Sales,No
126.0,FB002,Mumbai,Ankur Garde,+918888800002,,+27,+1-404-827-1311x779,,,,09:36 AM,Listen election wear month.,,2.0,24 mins 40 secs,4.0,,2.0,,1.0,5.0,Failed,Follow-up,,Dissatisfied,Support,Yes
127.0,FB003,Pune,Shubhangi,,Ronald Thompson,+61 89164,001-435-639-9897x5237,Incoming,20 mins 38 secs,2021-12-23,09:26 AM,Knowledge only goal day will.,CUST0127,3.0,42 mins 102 secs,1.0,8 mins 30 secs,,2.0,,4.0,No Answer,Follow-up,,Neutral,Sales,No
128.0,FB002,Mumbai,Ankur Garde,+918888800002,Steven Johnson,+599 7,319.462.1125x47910,Incoming,,2022-08-13,02:02 PM,Personal among ago phone garden raise majority center.,,5.0,,0.0,0 mins 0 secs,2.0,1.0,4.0,,,Sales,North America,,Support,
129.0,FB002,Mumbai,Ankur Garde,+918888800002,Shawn White,+964,683-867-6690x37707,Outgoing,,2024-08-11,,Pull here actually turn space prepare them.,CUST0129,2.0,,,57 mins 105 secs,0.0,2.0,,3.0,Busy,,North America,Dissatisfied,Support,No
130.0,,New York,Steve,+918888800004,Tara Mora,+353,001-743-769-9368,Outgoing,4 mins 12 secs,2023-10-24,04:50 PM,Those city behavior.,CUST0130,3.0,3 mins 72 secs,,65 mins 295 secs,2.0,,7.0,1.0,No Answer,,Africa,,Support,Yes
131.0,FB015,New York,Rachel,+918888800005,Kevin Davis,,+1-650-639-5471x28434,Outgoing,13 mins 34 secs,2020-08-29,10:50 PM,Subject view east better black.,CUST0131,1.0,9 mins 19 secs,2.0,32 mins 94 secs,,,1.0,2.0,,Inquiry,Africa,Satisfied,Sales,Yes
132.0,FB002,Mumbai,Ankur Garde,+918888800002,Dr. Michael Benson,+962,001-916-939-6930,,6 mins 37 secs,2022-12-11,12:17 PM,Professional civil production let.,CUST0132,,,0.0,0 mins 0 secs,2.0,2.0,0.0,,Failed,Sales,North America,Dissatisfied,Support,No
133.0,FB003,Pune,Shubhangi,+918888800003,,,,Incoming,18 mins 23 secs,2022-10-27,01:04 AM,Wife line unit hold.,CUST0133,2.0,20 mins 40 secs,2.0,28 mins 96 secs,0.0,0.0,2.0,2.0,,Follow-up,Africa,Satisfied,Sales,Yes
134.0,FB001,,Aniruddha Kalbande,,,+224,392.610.2176x568,Incoming,18 mins 45 secs,,,American system information enjoy around eye ask possible.,CUST0134,,21 mins 96 secs,,0 mins 0 secs,2.0,2.0,,0.0,Busy,Support,Europe,Satisfied,Sales,Yes
135.0,,New York,Steve,+918888800004,Jennifer Andrade,,+1-592-777-4102,Outgoing,9 mins 21 secs,2024-06-30,09:59 AM,Identify again however field to forward carry.,,2.0,18 mins 16 secs,0.0,,,2.0,,0.0,Completed,,North America,Satisfied,Support,Yes
136.0,FB002,Mumbai,Ankur Garde,+918888800002,Cory Hill,+62,(391)844-3883x5628,Incoming,7 mins 41 secs,2024-02-06,02:32 AM,Candidate clearly total student sure hair between worry.,CUST0136,,0 mins 0 secs,3.0,30 mins 105 secs,2.0,2.0,0.0,3.0,No Answer,Feedback,Africa,Dissatisfied,Support,Yes
137.0,FB001,Nagpur,,+918888800001,Sharon Wade,+61 89164,001-497-539-6065x5948,Outgoing,,,,Pass budget discover her economy.,CUST0137,,19 mins 22 secs,5.0,,2.0,0.0,2.0,4.0,Completed,Inquiry,North America,Satisfied,Sales,Yes
138.0,FB001,Nagpur,Aniruddha Kalbande,,Jose Berry,+243,001-702-256-1385x0070,Outgoing,6 mins 51 secs,2022-12-14,04:11 AM,Prepare right job pretty ball arm.,,5.0,25 mins 50 secs,3.0,27 mins 3 secs,2.0,2.0,2.0,6.0,Failed,,Australia,Dissatisfied,Sales,Yes
139.0,FB001,,,,,+227,(414)775-9918,,11 mins 52 secs,2024-02-18,12:50 AM,Break mean measure sell out.,CUST0139,3.0,60 mins 96 secs,4.0,72 mins 212 secs,0.0,2.0,7.0,,No Answer,Follow-up,Europe,Satisfied,Sales,Yes
140.0,FB001,,,+918888800001,William Stewart,+377,(741)371-5273x3593,Incoming,4 mins 16 secs,2022-11-30,03:56 AM,,CUST0140,,0 mins 0 secs,4.0,16 mins 12 secs,2.0,1.0,1.0,3.0,No Answer,,Europe,Neutral,Sales,No
141.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Randall Guzman,+385,,Outgoing,2 mins 51 secs,2023-05-02,,Information remain land politics bit.,CUST0141,2.0,,0.0,0 mins 0 secs,2.0,2.0,0.0,2.0,Busy,Inquiry,Europe,Neutral,Sales,Yes
142.0,FB003,Pune,Shubhangi,,Linda Riley,+1 809,437.575.6391x57955,Incoming,15 mins 16 secs,2023-02-10,10:56 AM,Gun far tonight term reality.,,4.0,56 mins 136 secs,1.0,11 mins 25 secs,2.0,1.0,2.0,,No Answer,,Africa,,Sales,
143.0,FB003,Pune,Shubhangi,+918888800003,Anthony Miller,,(782)746-2967x1761,Outgoing,15 mins 28 secs,2021-01-26,02:45 PM,Director room agent this total.,CUST0143,1.0,2 mins 21 secs,1.0,,2.0,1.0,1.0,1.0,Busy,,Africa,Neutral,Sales,Yes
144.0,FB015,New York,Rachel,+918888800005,Scott Howard,+7 6,(974)509-5761x46512,Incoming,5 mins 35 secs,2024-07-25,09:14 PM,East whose try skill couple discuss medical.,CUST0144,5.0,55 mins 295 secs,1.0,12 mins 34 secs,,2.0,,4.0,Completed,Follow-up,North America,Dissatisfied,Sales,
145.0,FB001,,Aniruddha Kalbande,+918888800001,Darren Reynolds,+350,241-246-4680,Incoming,7 mins 20 secs,2021-08-16,09:18 AM,Purpose reflect particularly simply.,CUST0145,,72 mins 140 secs,0.0,0 mins 0 secs,0.0,1.0,,1.0,,,,Dissatisfied,Sales,Yes
146.0,,New York,Steve,+918888800004,,+33,706.256.8005x576,Outgoing,10 mins 11 secs,2023-05-14,05:02 PM,Big get well.,CUST0146,3.0,18 mins 117 secs,5.0,60 mins 120 secs,0.0,1.0,4.0,4.0,Completed,Inquiry,North America,Satisfied,Support,
147.0,,New York,Rachel,+918888800005,,+672,501.343.6690x8218,,19 mins 21 secs,,05:22 PM,Build window raise southern.,CUST0147,0.0,0 mins 0 secs,3.0,,1.0,0.0,0.0,3.0,Completed,Feedback,North America,Neutral,Sales,
148.0,FB015,New York,Rachel,+918888800005,Julia Hammond,+598,001-262-303-8621x11559,,6 mins 22 secs,2021-06-28,09:28 PM,Network first series person sing everyone home.,CUST0148,2.0,30 mins 74 secs,,32 mins 132 secs,1.0,2.0,0.0,6.0,Completed,Feedback,North America,Neutral,Sales,Yes
149.0,FB015,New York,Rachel,+918888800005,Miranda Crosby,+290 8,464.712.3249x760,Outgoing,17 mins 27 secs,2021-06-19,12:25 PM,Too garden war important.,CUST0149,3.0,24 mins 132 secs,2.0,30 mins 74 secs,0.0,0.0,,1.0,Completed,,Africa,Dissatisfied,Sales,Yes
,FB001,Nagpur,Aniruddha Kalbande,+918888800001,,,+1-720-303-2615x4037,Incoming,11 mins 58 secs,2023-09-29,06:00 PM,Mention seven everyone now.,CUST0150,,12 mins 110 secs,3.0,48 mins 78 secs,0.0,0.0,4.0,1.0,Completed,,Asia,Satisfied,Sales,No
151.0,FB003,Pune,,,,,001-731-980-1261x83889,Incoming,19 mins 54 secs,,12:32 AM,Necessary indeed not financial.,,,0 mins 0 secs,5.0,,,,3.0,2.0,Failed,Follow-up,Asia,Satisfied,Sales,Yes
152.0,FB003,Pune,Shubhangi,+918888800003,Misty Ellis,+882,001-528-852-8910x0229,Outgoing,8 mins 47 secs,2022-05-17,,,CUST0152,5.0,25 mins 265 secs,,,2.0,0.0,9.0,1.0,Completed,Sales,North America,Satisfied,Sales,No
153.0,FB008,New York,,+918888800004,Tonya Castillo,+500,928-501-5932x9068,Outgoing,7 mins 18 secs,2022-08-16,03:29 AM,,CUST0153,3.0,,3.0,42 mins 81 secs,,2.0,,1.0,No Answer,Support,Africa,Dissatisfied,Support,Yes
154.0,FB002,Mumbai,Ankur Garde,+918888800002,,,684.690.4793x4595,Outgoing,5 mins 18 secs,2022-06-25,10:27 AM,Next decide trouble account concern behavior must.,CUST0154,3.0,24 mins 18 secs,2.0,,,1.0,,3.0,,Sales,,Neutral,,Yes
155.0,FB015,,Rachel,,Kaitlyn Pineda,,,,15 mins 42 secs,2023-03-27,04:30 AM,Close also light space sell health.,CUST0155,2.0,,4.0,56 mins 128 secs,,2.0,0.0,6.0,Completed,,Europe,,Sales,Yes
156.0,FB002,Mumbai,Ankur Garde,+918888800002,Stephanie Goodman,,001-797-969-6132x550,Outgoing,1 mins 2 secs,2022-05-21,,,CUST0156,2.0,12 mins 56 secs,,4 mins 112 secs,,,,2.0,Busy,Inquiry,Australia,Dissatisfied,Support,Yes
157.0,FB003,Pune,,+918888800003,,+688,+1-852-993-9695x9566,Incoming,12 mins 43 secs,2021-08-26,,,CUST0157,0.0,,,18 mins 75 secs,2.0,,3.0,0.0,Completed,Sales,Australia,Neutral,Sales,No
158.0,FB003,Pune,Shubhangi,+918888800003,Curtis Blevins,,001-959-293-7861,Incoming,7 mins 19 secs,2023-02-13,04:50 AM,Kind discussion level meet major relate tree.,CUST0158,2.0,2 mins 82 secs,0.0,0 mins 0 secs,1.0,2.0,0.0,2.0,Completed,Follow-up,Australia,Satisfied,Sales,No
159.0,FB015,New York,Rachel,+918888800005,,+1 784,322-887-0891x24639,Incoming,13 mins 8 secs,2021-01-13,03:41 AM,,CUST0159,2.0,32 mins 104 secs,1.0,2 mins 17 secs,0.0,0.0,2.0,1.0,No Answer,,,Satisfied,Sales,
160.0,,Mumbai,Ankur Garde,+918888800002,Mark Dickerson,+61 89164,(836)302-0593x2671,,18 mins 4 secs,2021-08-16,,Turn senior phone.,,2.0,8 mins 18 secs,0.0,0 mins 0 secs,,0.0,2.0,0.0,,Follow-up,Australia,Dissatisfied,Support,
161.0,FB002,Mumbai,Ankur Garde,+918888800002,Heather Daniel,+674,+1-964-215-0219x6312,Incoming,17 mins 18 secs,2021-04-08,,,CUST0161,4.0,80 mins 120 secs,0.0,0 mins 0 secs,2.0,2.0,4.0,0.0,Completed,Support,Africa,Dissatisfied,Support,Yes
162.0,FB002,,,,Douglas Carpenter,+373 5,,Outgoing,5 mins 2 secs,,,Traditional include wait yet cold task.,CUST0162,3.0,,4.0,72 mins 64 secs,2.0,2.0,4.0,3.0,No Answer,Feedback,,Dissatisfied,Support,No
163.0,FB008,New York,Steve,+918888800004,Susan Smith,+47,001-203-821-3746,,5 mins 25 secs,2021-07-07,11:48 PM,Else take story.,CUST0163,,40 mins 130 secs,,0 mins 0 secs,,0.0,,1.0,Completed,Feedback,North America,Neutral,Support,No
,FB015,New York,,,,+257,,Outgoing,17 mins 14 secs,,09:47 AM,Item sort throw cold outside fund.,CUST0164,1.0,16 mins 35 secs,3.0,45 mins 105 secs,1.0,1.0,2.0,2.0,Busy,,North America,,,No
165.0,FB002,Mumbai,Ankur Garde,+918888800002,Jason Dunn,+359,623-973-5065x57552,Outgoing,,,01:30 PM,,CUST0165,3.0,39 mins 135 secs,3.0,27 mins 6 secs,,2.0,4.0,2.0,Completed,Support,Africa,Dissatisfied,Support,No
166.0,FB015,New York,,+918888800005,,+1 340,001-352-312-3065x951,Incoming,4 mins 55 secs,2023-05-20,09:50 AM,Stand cup find must community good together.,CUST0166,4.0,28 mins 44 secs,3.0,27 mins 39 secs,0.0,1.0,7.0,0.0,No Answer,Inquiry,Asia,Satisfied,Sales,
,FB003,,Shubhangi,+918888800003,Ariana Lopez,+590,(401)745-0989x49882,Outgoing,16 mins 48 secs,2022-01-09,04:32 AM,Reveal form half enter.,CUST0167,4.0,76 mins 28 secs,2.0,8 mins 78 secs,0.0,2.0,6.0,0.0,Completed,Inquiry,Australia,Neutral,Sales,No
168.0,FB003,Pune,Shubhangi,+918888800003,,+351,6225692401,Incoming,10 mins 25 secs,2022-02-18,,There put if owner move.,CUST0168,4.0,44 mins 28 secs,3.0,54 mins 36 secs,,,5.0,2.0,,Inquiry,North America,Dissatisfied,Sales,No
169.0,FB008,,Steve,+918888800004,Hannah Lewis,+379,+1-404-862-5386x91141,Incoming,11 mins 10 secs,2022-08-26,05:46 PM,Happen pretty story ground while.,CUST0169,3.0,12 mins 114 secs,1.0,15 mins 27 secs,1.0,0.0,,3.0,No Answer,Inquiry,,Neutral,Support,Yes
170.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Eric Hansen,+60,678-471-5942x48410,Incoming,3 mins 4 secs,2023-01-25,07:26 AM,Vote check part far short interesting.,CUST0170,2.0,22 mins 90 secs,,0 mins 0 secs,,,2.0,0.0,Failed,Inquiry,Africa,Neutral,,No
171.0,FB008,New York,Steve,+918888800004,,+221,,Outgoing,18 mins 54 secs,2023-11-01,09:36 PM,Movement society order own.,CUST0171,1.0,8 mins 59 secs,,64 mins 88 secs,0.0,,5.0,0.0,Completed,,Asia,Neutral,Support,Yes
172.0,FB001,,Aniruddha Kalbande,+918888800001,Lisa Horton,+250,+1-565-963-2706x042,,10 mins 46 secs,2022-10-29,09:52 AM,,CUST0172,3.0,12 mins 120 secs,3.0,15 mins 63 secs,0.0,1.0,5.0,1.0,Failed,,Asia,Satisfied,,No
,FB003,Pune,Shubhangi,+918888800003,,,225-855-0480x7120,,10 mins 40 secs,2023-02-03,03:30 AM,Number popular record federal often.,,4.0,68 mins 76 secs,3.0,,2.0,1.0,5.0,2.0,No Answer,,Africa,Dissatisfied,Sales,Yes
174.0,FB008,New York,Steve,+918888800004,Robert Williams,,001-440-922-3629x77131,Incoming,2 mins 42 secs,2021-12-19,10:03 AM,Hundred second machine sort area half.,CUST0174,0.0,0 mins 0 secs,2.0,16 mins 106 secs,2.0,0.0,0.0,2.0,Completed,,North America,Neutral,Support,No
175.0,FB002,Mumbai,,+918888800002,,+502,001-489-979-0584,,4 mins 7 secs,,,Professor himself bill.,CUST0175,,38 mins 92 secs,3.0,54 mins 36 secs,1.0,0.0,0.0,5.0,Failed,Sales,Asia,Dissatisfied,Support,No
176.0,FB008,,Steve,,Christopher Lee,,990.388.1652x613,Outgoing,6 mins 12 secs,,12:50 AM,Its analysis door push.,CUST0176,2.0,30 mins 4 secs,2.0,38 mins 16 secs,2.0,,0.0,4.0,No Answer,Inquiry,,Dissatisfied,,Yes
,FB008,New York,Steve,,,,,Outgoing,13 mins 37 secs,2022-09-29,11:31 AM,Reduce visit operation tree.,CUST0177,4.0,80 mins 28 secs,4.0,8 mins 164 secs,2.0,0.0,7.0,1.0,Failed,,North America,Neutral,Support,Yes
,FB015,,Rachel,+918888800005,Jeffery Nichols,+213,512-607-3429x604,Outgoing,5 mins 44 secs,,05:57 PM,Finally young democratic best again detail hundred.,CUST0178,5.0,,3.0,60 mins 81 secs,1.0,,,8.0,Busy,Feedback,,Neutral,Sales,
179.0,FB015,,Rachel,+918888800005,Ruth Alvarado,+221,346-916-6022x474,Incoming,5 mins 40 secs,2024-08-16,09:01 PM,Ask tax around base.,CUST0179,3.0,30 mins 84 secs,4.0,48 mins 104 secs,0.0,0.0,2.0,5.0,,Feedback,Australia,Dissatisfied,Sales,Yes
180.0,,Pune,Shubhangi,+918888800003,Diane Skinner,+56,(995)602-6485x6995,,14 mins 31 secs,2023-06-01,07:25 PM,Morning clear truth good traditional reality.,CUST0180,1.0,20 mins 29 secs,4.0,36 mins 28 secs,1.0,2.0,,1.0,Busy,Follow-up,,Neutral,Sales,No
181.0,FB003,Pune,Shubhangi,+918888800003,Victoria Acosta,,450.700.2238x53248,Outgoing,,,,Us your better policy this.,CUST0181,0.0,0 mins 0 secs,,68 mins 212 secs,,2.0,3.0,1.0,Failed,Support,North America,,Sales,No
182.0,FB008,New York,Steve,+918888800004,Brian Mullins MD,+267,910-460-4276x51579,Outgoing,14 mins 18 secs,,09:16 AM,,CUST0182,1.0,9 mins 12 secs,4.0,24 mins 88 secs,0.0,2.0,0.0,5.0,,Sales,Asia,Dissatisfied,,No
,FB003,Pune,Shubhangi,+918888800003,Elizabeth Price,+1 264,,Outgoing,10 mins 2 secs,,12:56 AM,,CUST0183,0.0,0 mins 0 secs,5.0,80 mins 40 secs,0.0,1.0,2.0,3.0,Completed,Inquiry,Europe,Neutral,,No
,FB008,New York,Steve,+918888800004,Holly Taylor,+599 7,,Incoming,9 mins 7 secs,2023-03-03,08:21 PM,Have pull claim letter identify keep also.,CUST0184,2.0,30 mins 14 secs,5.0,95 mins 5 secs,1.0,,5.0,2.0,Failed,Support,North America,Satisfied,Support,Yes
185.0,FB001,Nagpur,Aniruddha Kalbande,,Krista Ray,+686,582.897.1079,Incoming,,2023-10-09,02:15 PM,Almost exactly road treatment.,,2.0,40 mins 80 secs,3.0,54 mins 51 secs,1.0,2.0,,2.0,No Answer,Inquiry,Africa,Satisfied,,No
186.0,FB008,,Steve,+918888800004,Kristine Chapman,,314-845-6032x156,Outgoing,,,02:08 PM,,CUST0186,1.0,,5.0,,0.0,,1.0,5.0,,,North America,Neutral,Support,No
187.0,FB002,,Ankur Garde,+918888800002,Alicia Anderson,,,Outgoing,,2021-06-09,04:07 PM,Benefit fish plant modern star movie.,CUST0187,1.0,14 mins 16 secs,3.0,,2.0,0.0,,2.0,No Answer,Sales,Europe,Neutral,Support,
188.0,FB015,New York,Rachel,,,+680,(441)518-5051,,3 mins 1 secs,2023-04-05,09:17 AM,Benefit work method until beat.,CUST0188,0.0,,0.0,0 mins 0 secs,0.0,,0.0,,Failed,Inquiry,,Dissatisfied,,
189.0,FB003,Pune,Shubhangi,+918888800003,Diane Chavez,+354,,Outgoing,5 mins 51 secs,2022-11-08,12:21 AM,Boy full special company sea.,CUST0189,5.0,75 mins 25 secs,2.0,36 mins 58 secs,2.0,,4.0,3.0,Failed,Follow-up,,,,
190.0,,Nagpur,,,Lindsay Webster,+262 269,250-220-4905x731,Incoming,10 mins 31 secs,2022-11-11,05:07 AM,Activity anyone senior where.,CUST0190,,35 mins 60 secs,0.0,0 mins 0 secs,1.0,0.0,4.0,,,Sales,Australia,Satisfied,,Yes
191.0,FB003,Pune,,+918888800003,Shannon Graham,+509,546-956-9518x995,Incoming,16 mins 39 secs,2024-08-11,06:10 PM,Campaign hold hot.,CUST0191,5.0,5 mins 175 secs,1.0,5 mins 16 secs,2.0,1.0,0.0,6.0,,Inquiry,Australia,,Sales,Yes
192.0,FB003,Pune,Shubhangi,+918888800003,Mr. Walter Rodriguez,+370,385-497-9800x005,Incoming,14 mins 36 secs,2022-02-06,04:07 PM,Late feel coach friend coach option street doctor.,,,,5.0,25 mins 105 secs,0.0,,8.0,2.0,Failed,,,Neutral,Sales,No
193.0,FB015,New York,Rachel,+918888800005,Brandon Lee DDS,+27,614.901.6321x3082,Incoming,11 mins 38 secs,2023-04-02,03:46 AM,,,1.0,19 mins 56 secs,3.0,,0.0,2.0,,,Busy,,,Dissatisfied,Sales,No
194.0,FB008,New York,,,Sharon Spears,,692.634.7792,Incoming,7 mins 58 secs,,02:51 AM,American quite while impact yourself government.,CUST0194,0.0,0 mins 0 secs,3.0,54 mins 66 secs,1.0,,0.0,3.0,No Answer,,Asia,Neutral,Support,
195.0,FB008,New York,Steve,,April Brown,+264,+1-735-903-9301x34628,Outgoing,7 mins 14 secs,2021-06-30,09:25 PM,Campaign lay option several put area well.,,5.0,30 mins 20 secs,0.0,0 mins 0 secs,0.0,,4.0,1.0,Failed,Support,Europe,Neutral,,No
196.0,FB002,,Ankur Garde,+918888800002,Tammy Wright,+230,+1-557-271-3019x202,Outgoing,8 mins 45 secs,2021-01-30,05:52 PM,,CUST0196,,6 mins 16 secs,5.0,35 mins 285 secs,,,0.0,7.0,Failed,Support,North America,Neutral,Support,Yes
197.0,FB008,New York,Steve,+918888800004,Thomas Green,+31,891.333.1300x610,Outgoing,9 mins 41 secs,2021-04-09,11:01 AM,Seat say edge.,CUST0197,,,,4 mins 112 secs,,,3.0,3.0,Failed,Feedback,Africa,Neutral,Support,No
198.0,FB015,New York,Rachel,,Erica Smith,+502,,Outgoing,6 mins 45 secs,2020-11-30,09:01 AM,Company last rise body.,CUST0198,,35 mins 5 secs,5.0,90 mins 255 secs,1.0,0.0,2.0,8.0,,Inquiry,North America,,,Yes
199.0,,,Aniruddha Kalbande,+918888800001,Sara Vazquez,,329.875.2534x24557,Incoming,2 mins 50 secs,2021-10-28,,Turn receive least matter practice simple.,CUST0199,4.0,,3.0,48 mins 174 secs,2.0,1.0,6.0,1.0,Completed,Follow-up,Europe,,Sales,No
200.0,,New York,Steve,+918888800004,Shelly Oliver,+968,(792)936-0254,Outgoing,20 mins 15 secs,2021-12-13,04:28 AM,Training experience sometimes matter century off.,CUST0200,3.0,48 mins 93 secs,0.0,0 mins 0 secs,,1.0,1.0,2.0,Failed,Feedback,,Dissatisfied,,Yes
201.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Jessica Clark,+1 869,(774)334-8309x34652,Outgoing,,,12:18 PM,Week as matter allow offer for.,CUST0201,0.0,0 mins 0 secs,2.0,,1.0,0.0,,0.0,Failed,Support,North America,Satisfied,,Yes
